codice,nome,comune,Numero di sezioni del censimento,Superficie a fini statistici (Km2),Densità abitativa - Abitanti/Km2,Popolazione residente totale,Popolazione residente in età 0-14 anni,Stranieri residenti,Indice di vecchiaia,Incidenza dei residenti stranieri,Incidenza dei giovani fino a 24 anni,Indice di non completamento del ciclo di scuola secondaria di primo grado,Indice di adulti con diploma o titolo terziario,Incidenza degli alunni delle scuole primarie a tempo pieno,Incidenza degli alunni stranieri nelle scuole primarie,Incidenza degli alunni stranieri nelle scuole secondarie di I grado,Incidenza degli alunni stranieri nelle scuole secondarie di II grado,Incidenza degli alunni stranieri nelle scuole,Incidenza degli alunni tra i 6 e i 18 anni e la popolazione residente della stessa fascia di età,Incidenza degli alunni tra i 7 e i 9 anni e la popolazione residente della stessa fascia di età,Tasso di occupazione (20-64 anni),Tasso di disoccupazione (15 anni e più),Incidenza dei giovani che non studiano e non lavorano,Incidenza delle famiglie con potenziale disagio economico,Tasso di alloggi impropri,"Incidenza percentuale della popolazione di 67 anni  e oltre che vive da sola, senza casa di proprietà ",Percentuale di famiglie che non vivono in abitazione di proprietà,"Incidenza percentuale di lavoratori precari  35-64 anni che hanno un rapporto di lavoro dipendente di tipo ""interinale"" o ""occasionale"" sul totale degli occupati 35-64 anni","Uscita precoce dal sistema di istruzione (18-24 anni, totale) ","Uscita precoce dal sistema di istruzione (18-24 anni, stranieri) ","Uscita precoce dal sistema di istruzione (18-24 anni, femmine) ",Giovani di 18-24 anni usciti precocemente dal sistema di istruzione con genitori senza diploma,Indice di affollamento delle abitazioni occupate,Valore immobiliare medio delle abitazioni residenziali,Numero di Musei e Istituzioni similari,Visitatori dei Musei e delle Istituzioni similari,Musei con accesso ai disabili,Ospedali con pronto soccorso,Numero di biblioteche ,Numero di strutture con servizi integrativi per la prima infanzia,Numero di scuole primarie,Numero di scuole primarie a tempo pieno,Numero di scuole secondarie di I grado,Numero di scuole secondarie di II grado,Numero totale di scuole,Numero di stazioni ferroviarie,Prossimità dei musei ,Accessibilità della popolazione residente ai musei,Prossimità delle biblioteche,Accessibilità della popolazione residente alle biblioteche,Prossimità degli ospedali,Accessibilità della popolazione residente agli ospedali,Prossimità delle scuole,Accessibilità della popolazione residente ai servizi educativi per la prima infanzia,Accessibilità della popolazione residente alle scuole,Accessibilità della popolazione residente alle scuole primarie a tempo pieno,Accessibilità della popolazione residente alle scuole secondarie di II grado,Prossimità delle stazioni ferroviarie,Accessibilità della popolazione residente alle stazioni ferroviarie
,Cannavò-Mosorrofa-Cataforio,Reggio di Calabria,67,45.186137,126.543235,5718,748,200,170.053476,34.977265,23.312347,2.207002,63.70061,0,8.235294,0,0,8.235294,13.125846,34.899329,52.544866,17.008165,23.399558,4.334892,0.129199,11.367673,15.59711,0.578871,6.030151,35,4.972376,8.77193,0.469861,611.998076,0,0,0,0,0,0,1,0,0,0,1,0,17.21,0,16.3,0,35.96,0,8.430713,0,66.264428,0,0,18.997547,0
,Ravagnese,Reggio di Calabria,198,21.029873,723.732373,15220,2413,735,116.65976,48.291721,26.681997,2.977971,68.839885,0,5.241935,3.731343,0,4.457364,48.675348,61.971831,53.074151,16.181013,23.614458,4.326206,0.100705,11.111111,21.829935,0.61745,6.917688,42.553191,6.055363,11.191336,0.441946,711.199409,0,0,0,0,0,1,4,0,2,0,6,2,10.84,0,10.7,0,17.19,5.144547,4.213424,65.87385,89.730618,0,2.063075,7.296849,5.236531
,Gallina,Reggio di Calabria,119,24.172988,301.245342,7282,1141,190,117.002629,26.091733,27.1766,2.407615,70.992944,11.764706,4.901961,2.083333,0,3.252033,22.953904,29.385965,55.27455,14.87961,21.394231,4.217298,0.181291,9.191489,18.406004,1.010638,5.498282,0,3.472222,10.077519,0.425266,728.358967,0,0,0,0,0,2,1,1,1,0,2,0,11.45,0,11.31,0,19.24,22.87833,4.989467,50.027465,42.968965,21.010711,0.027465,6.955455,0
,Pellaro,Reggio di Calabria,276,24.95986,497.078107,12407,1645,650,163.039514,52.38978,23.406142,3.020478,71.895616,9.640832,8.128544,3.62117,0,6.306306,54.602379,98.826979,53.996233,15.485929,21.014114,4.093567,0.114438,10.650888,19.977363,0.576923,7.540603,51.162791,3.562945,13.592233,0.410864,669.856936,0,0,0,0,0,5,4,1,1,0,5,2,11.9,0,11.76,0,15,0,1.671918,66.196502,64.479729,37.366003,0,1.901212,52.27694
,Popolazione senza fissa dimora,Reggio di Calabria,1,0.000269,,69,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
,Morena,Roma,187,8.200042,3521.079689,28873,3816,2277,158.359539,78.862605,23.50639,1.505711,78.81319,97.976879,13.102119,8.99705,0,11.480186,45.622621,76.987952,68.083771,10.532112,17.68723,2.282207,0.306575,5.743054,27.473046,1.345339,7.569913,30,5.641026,12.627986,0.4346,2157.213487,0,0,0,0,0,11,4,4,2,0,6,0,7.41,0,3.97,0,10.73,2.012261,1.190813,98.881308,87.41731,87.41731,0,2.38974,0
,Don Bosco,Roma,170,2.29445,21236.025561,48725,5351,5238,249.785087,107.501283,18.940995,2.091497,79.104478,80.890688,21.133603,13.548387,9.670659,12.897366,105.563539,68.239564,69.690297,10.072842,20.960699,1.632702,0.134815,7.630293,28.806964,1.199315,9.206234,36.678201,7.093292,12.727273,0.418099,2546.345748,1,10000,0,0,1,7,5,6,3,4,12,0,1.82,6.35608,0.82,44.753207,12.25,0.022576,0.352923,100,100,100,100,5.587169,0
,Appio-Claudio,Roma,136,3.107151,9083.883713,28225,3157,2536,237.250554,89.849424,20.070859,1.906815,83.815528,92.427791,12.802498,9.359606,0,11.280488,74.778616,117.701863,70.013461,9.461089,17.648599,1.484442,0.123529,6.527881,22.823294,0.977995,6.624786,41.843972,4.245283,14.973262,0.395059,3148.315323,0,0,0,0,1,7,4,5,2,0,6,0,2.85,7.74845,1.79,67.404783,16.11,0,0.162128,100,100,99.957484,92.145261,4.939682,0
,Quarto Miglio,Roma,128,5.329776,1958.618841,10439,1430,669,171.118881,64.086598,22.732062,1.459377,84.249867,93.393393,8.708709,10.21021,11.783439,10.820896,114.26513,62.341772,69.80976,9.612727,18.175074,1.93115,0.042808,5.362776,21.998321,0.925666,6.570513,34.210526,5.844156,14.285714,0.414921,2639.04828,1,847,0,0,1,6,3,2,1,1,5,1,2.2,63.914168,0.75,0.057477,18.01,0,0.233634,99.070792,76.721908,76.616534,41.143788,0.863047,31.890028
,Pignatelli,Roma,61,1.000677,6559.560608,6564,809,456,203.337454,69.469835,21.755027,1.393853,83.55772,81.22449,10.612245,0,0,10.612245,31.677019,85.875706,69.307977,9.663158,17.53032,1.841085,0.098457,7.283867,25.839793,0.834106,4.009434,23.529412,2.020202,8.928571,0.389446,2775,0,0,0,0,0,2,1,1,0,0,1,0,1.69,41.620963,2.48,0,16.57,0,0.547621,100,100,100,18.677636,3.670245,0
,Lucrezia Romana,Roma,59,1.720122,3006.762873,5172,839,475,92.371871,91.840681,26.469451,1.566081,81.869221,0,0,0,0,0,0,0,73.247628,8.80337,17.624021,2.451613,0.13245,7.111111,26.451613,0.948577,3.072626,6.25,3.10559,12.5,0.429726,2490.525909,1,249,0,0,0,1,0,0,0,0,0,0,0.98,0.367363,1.21,58.04331,10.55,0,2.441941,97.119103,0.367363,0,38.959783,2.361482,1.353442
,Osteria del Curato,Roma,80,2.203905,8445.462217,18613,2015,797,263.722084,42.819535,18.342019,1.080307,80.404654,86.477644,9.487459,6.796117,10.38526,9.36786,146.448703,140.342298,69.412763,9.50308,16.44679,1.579069,0.035084,7.2297,29.241586,1.063465,7.258065,25.531915,8.057851,9.944751,0.421196,2436.786117,0,0,0,0,2,3,3,3,2,1,6,0,2.35,10.234782,1.36,45.446731,8.43,11.653146,0.511429,100,100,100,92.150647,7.45064,0
,Romanina,Roma,67,1.950611,3535.302318,6896,1001,1239,113.286713,179.669374,23.839907,3.250424,71.806702,100,20.183486,5.785124,0,11.187608,65.99777,67.692308,65.734896,12.276706,25.608569,3.083842,0.264201,9.387755,39.286862,1.600711,16.853933,43.181818,11.052632,22.727273,0.492801,1995.678654,0,0,0,0,1,7,1,1,1,0,2,0,3.76,0,0.88,0,8.46,14.385151,0.540831,100,99.927494,99.927494,21.12819,8.520282,0
,Gregna,Roma,59,2.734284,2573.982562,7038,1038,867,131.406551,123.188406,24.680307,2.364273,76.352553,0,0,0,0,0,0,0,67.695906,11.014866,18.216319,2.055895,0.264638,6.023102,33.568905,1.622807,9.3361,25,7.109005,18.75,0.434674,2241.261722,0,0,0,0,0,3,0,0,0,0,0,0,3.89,0,2.1,0,9.97,0,1.783574,79.013924,58.31202,49.062234,0,7.419664,0
,Barcaccia,Roma,123,5.752565,2506.534031,14419,2508,737,73.923445,51.113115,29.155975,0.929543,80.684129,88.482385,6.910569,5.128205,0,6.336088,42.439024,82.656827,72.932581,8.374421,12.847682,2.576035,0.118323,6.296296,25.145421,1.267404,5.698006,34.375,4.38247,11.875,0.45626,2298.658021,0,0,0,0,0,5,3,3,1,0,4,0,10.87,0,4.38,0,7.53,46.320827,2.379418,60.066579,55.37832,55.357514,0,5.054784,0
,Appia Antica Sud,Roma,35,10.699587,,718,114,197,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
,Marconi,Roma,125,1.319015,25038.385987,33026,3951,5578,204.176158,168.897232,20.190153,2.966185,79.290361,91.606715,27.697842,21.658206,11.983471,17.207882,99.080524,67.627785,69.361333,10.79659,21.610268,1.883904,0.125907,8.400864,33.392205,1.08735,11.129032,36.421725,8.646189,17.538462,0.425592,2925,0,0,0,0,1,7,3,3,1,2,6,0,2.15,0,0.92,99.669957,7.98,57.615212,0.298852,100,100,100,100,0.870322,73.460304
,Eur,Roma,294,5.688722,1544.107762,8784,1118,1025,197.406082,116.689435,22.814208,2.182923,87.907282,100,5.957447,0,4.938272,4.996362,362.940141,70.995671,67.07778,10.029239,18.792453,2.016807,0.121655,7.903952,28.715486,0.785434,4.333868,30.434783,4.362416,7.692308,0.278198,3798.206967,2,27460,0,1,10,14,1,1,0,3,4,0,0.35,82.638889,0.33,22.256375,6.67,79.747268,0.419433,99.624317,99.442168,91.951275,90.357468,4.717347,0
,Villaggio Giuliano,Roma,87,1.464465,6730.784063,9857,1277,901,192.873923,91.407122,22.694532,1.429241,88.520458,96.057348,12.724014,9.951456,3.623814,7.233443,177.117973,141.40625,70.791726,8.912832,13.139205,1.677852,0.08507,7.685393,26.216443,0.571945,3.787879,42.424242,3.16092,15.909091,0.339715,2950,1,400,0,0,1,5,2,2,1,1,4,0,1.74,94.440499,3.32,12.011768,6.39,95.96226,0.125372,100,100,100,100,6.419981,0
,Torrino,Roma,288,7.678911,5222.355178,40102,5062,1801,174.772817,44.910478,23.208319,0.916549,88.846364,92.428862,4.878049,4.651163,0,4.776623,70.25034,110.351377,72.122677,8.220987,14.099003,1.736881,0.117672,6.426932,22.774786,0.637649,3.978239,32.432432,2.904866,9.852217,0.369325,3088.362176,0,0,0,0,0,10,6,6,4,0,10,0,11.14,0,1.6,0,10.87,1.765498,0.238621,92.339534,99.905242,97.663458,33.030772,6.484619,0
,Laurentino,Roma,116,4.886118,4737.298159,23147,2617,1333,258.769583,57.588456,20.641984,1.783293,79.123911,100,13.758389,13.73494,0,13.750955,48.2028,95.008913,68.280164,10.33718,19.816398,1.758242,0.027842,7.385717,32.921245,1.172813,10.11984,25.454545,10.413695,20.923077,0.338753,2612.614679,0,0,0,0,2,6,4,4,2,0,6,0,4.38,37.637707,0.99,54.495183,6.24,77.62129,0.529624,92.405063,99.80559,99.80559,18.097378,8.076823,0
,Ciampino,Roma,23,3.025467,,36,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
,Ostiense,Roma,92,1.07089,6581.444109,7048,741,1124,230.904184,159.477866,17.849035,2.549317,80.828634,0,0,0,9.803922,9.803922,14.003044,0,68.079743,11.541181,25.866051,1.912233,0.075548,11.068702,41.529787,1.557239,10.626703,38.888889,7.228916,11.666667,0.394056,3750,1,75020,1,0,2,0,0,0,0,1,1,0,0.24,100,0.15,42.508513,6.92,36.648695,1.209636,100,100,100,100,0.929492,94.636776
,Valco S. Paolo,Roma,97,1.520237,4614.412699,7015,727,634,264.099037,90.377762,18.488952,1.92691,80.989995,100,21.621622,0,11.376605,12.010706,378.757225,73.049645,68.16516,10.778063,21.600877,1.260274,0.028058,9.223584,31.39726,0.989209,8.816121,42.857143,7.317073,10.169492,0.361144,3425,0,0,0,0,0,2,1,1,0,3,4,0,2.18,0.869565,1.04,9.82181,9.13,28.952245,0.152166,100,100,100,100,2.423683,0
,Garbatella,Roma,286,3.133177,13442.905051,42119,4668,3802,240.574122,90.26805,19.2336,1.744442,82.403019,87.846154,9.076923,8.580247,2.862419,7.457554,106.127115,125.159915,69.86805,9.93404,19.257755,1.817446,0.178547,9.493981,32.763507,1.005563,7.5,34.394904,6.403509,15.915916,0.38738,3319.447874,0,0,0,1,5,8,6,6,3,1,10,0,1.6,43.381847,0.41,83.966856,3.69,94.802821,0.119139,100,100,100,99.966761,2.308173,7.910919
,Navigatori,Roma,41,0.725955,7205.678342,5231,643,460,224.727838,87.937297,22.36666,1.275992,88.646789,0,0,0,6.719368,6.719368,138.732394,0,71.052632,8.433593,16.42764,1.995395,0.155219,6.636156,24.481965,0.40674,4.885057,36.363636,3.378378,25,0.312098,3025,0,0,0,0,1,1,0,0,0,1,1,0,1.7,6.633531,0.29,0,8.02,68.323456,1.090481,100,100,100,100,2.696756,0
,Tormarancia,Roma,186,4.861253,6591.921511,32045,4115,2805,197.44836,87.533156,21.522858,1.834532,85.09076,98.074278,17.193948,8.839779,9.454191,12.009456,53.343582,51.727862,71.406769,9.161534,18.065296,1.768489,0.364184,8.791508,28.92654,0.702555,8.23219,44.776119,6.492027,18.930041,0.361741,3137.997814,1,80000,0,0,1,9,4,4,1,1,6,0,1.88,15.571852,1.15,0,7.43,51.536901,0.517164,100,99.875176,99.875176,54.563895,4.689768,0
,Tre Fontane,Roma,79,1.909835,6159.169693,11763,1432,1035,212.849162,87.987758,21.406104,1.721103,89.17218,86.925287,3.017241,2.75762,0,2.888087,96.965517,148.275862,69.163061,9.900142,15.69697,1.845086,0.092696,5.852231,20.716113,0.543197,5.594406,50.909091,3.405573,7.317073,0.342916,3194.163904,0,0,0,0,1,5,3,3,1,0,4,0,3.58,8.212191,1.33,51.51747,7.76,60.707303,0.523694,100,100,100,75.796991,5.023057,0
,Grottaperfetta,Roma,111,2.855842,5357.788981,15301,1857,632,259.666128,41.30449,21.351546,1.009432,89.780921,100,6.631763,5.479452,8.614801,8.028571,182.836588,94.763092,72.439644,8.170573,14.53373,1.529962,0.143906,4.081633,16.67375,0.926511,2.465166,37.5,1.935484,6.25,0.346029,2512.744265,0,0,0,0,0,4,3,3,1,1,5,0,2.56,12.874975,1.61,0,11.45,0,0.574095,98.725573,100,100,39.91896,6.386537,0
,Appia Antica Nord,Roma,135,20.642586,,2582,281,611,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32686,0,0,2,1,0,0,0,2,2,1,,,,,,,,,,,,,
,Porta Medaglia,Roma,55,27.67294,89.87119,2487,370,283,122.162162,113.791717,25.492561,2.106969,71.59172,0,0,0,0,0,0,0,64.40678,13.029042,20.153061,3.182257,0.789733,6.78392,34.42623,1.785714,12.637363,30.434783,17.333333,13.636364,0.468283,1698.652996,0,0,0,0,0,1,0,0,0,0,0,0,11.34,0,5.52,0,19.64,0,12.761126,35.946924,0,0,0,4.231001,0
,Cecchignola,Roma,167,11.597222,1238.141305,14359,1894,737,196.8849,51.326694,22.849781,1.055538,87.98476,93.220339,3.954802,6.613757,0,5.060506,49.436393,82.142857,70.450856,8.913779,15.644318,1.652517,0.092123,5.057675,24.5755,0.698537,3.184713,40,2.505695,4,0.36217,2644.094296,2,1250,0,0,1,3,2,2,1,0,3,0,1.36,7.994986,1.29,0,15.39,7.994986,3.77287,20.669963,64.363814,63.660422,51.514729,5.530732,0
,Mezzocammino,Roma,150,5.274729,2932.66225,15469,2805,1234,80,79.772448,26.427048,1.165122,86.932253,94.306418,6.004141,4.241436,0,5.319823,65.093537,91.891892,75.874884,7.83951,16.086066,2.087654,0.12728,7.142857,29.01977,0.81803,6.211937,26.666667,6.459948,14.473684,0.430358,2823.582649,0,0,0,0,0,5,3,3,2,0,5,0,10.09,0,5.53,0,16.39,0,1.575107,59.124701,95.119271,95.119271,0,6.965707,0
,Spinaceto,Roma,175,4.235373,5542.840933,23476,2814,1899,225.515281,80.891123,21.51985,1.763303,80.634211,91.206313,15.558061,18.059299,4.938272,9.185493,119.795844,94.186047,67.072894,10.522446,20.274299,1.762198,0.067411,6.062755,26.357177,1.23232,7.009646,18.947368,5.291723,10.833333,0.354737,2000,0,0,0,0,1,3,6,5,1,2,9,0,17.1,0,3.88,0,16.39,0,1.282647,78.918896,96.174817,96.174817,70.288806,9.137836,0
,Vallerano Castel di Leva,Roma,284,39.072829,781.259013,30526,4638,2826,104.204398,92.57682,26.629758,1.578846,81.610112,86.598891,9.149723,7.281553,0,8.634538,34.415296,72.639485,69.998439,9.801843,17.993012,2.66001,1.38635,5.416964,29.245213,1.112062,9.385666,41.452991,7.699358,17.045455,0.42534,2573.250672,0,0,0,0,1,13,4,4,1,0,5,0,4.95,0,4.43,0,21.79,0,4.411304,79.279958,57.229902,57.229902,0.520867,8.955146,0
,Decima,Roma,115,56.371617,145.214922,8186,1197,1043,118.880535,127.412656,25.225996,1.807826,76.181354,0,0,0,0,0,0,0,67.91381,10.842651,17.411765,2.934473,0.265643,7.102953,33.988604,1.197822,7.042254,30.612245,4.166667,10.25641,0.405228,1972.755314,0,0,0,0,0,0,0,0,0,0,0,0,13.56,0,12.46,0,15.96,0,7.74307,13.681896,7.134131,7.134131,0,18.623728,0
